Activity Date,Process Date,Settle Date,Instrument,Description,Trans Code,Quantity,Price,Amount
2/20/24,2/20/24,2/22/24,AIR,"AAR
CUSIP: 000361105",Sell,25,$67.22 ,"$1,680.61 "
2/20/24,2/20/24,2/22/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.021981,$454.93 ,($10.00)
2/20/24,2/20/24,2/22/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.432152,$23.14 ,($10.00)
2/20/24,2/20/24,2/22/24,GOOGL,"Alphabet Class A
CUSIP: 02079K305
Recurring",Buy,0.070997,$140.85 ,($10.00)
2/20/24,2/20/24,2/22/24,MSFT,"Microsoft
CUSIP: 594918104
Recurring",Buy,0.025004,$399.93 ,($10.00)
2/20/24,2/20/24,2/21/24,,ACH Deposit,ACH,,,$40.00 
2/16/24,2/16/24,2/20/24,MSFT,Option Expiration for MSFT 2/16/2024 Call $415.00,OEXP,3S,,
2/16/24,2/16/24,2/20/24,BYND,Option Expiration for BYND 2/16/2024 Put $6.00,OEXP,5S,,
2/16/24,2/16/24,2/20/24,OOMA,Option Expiration for OOMA 2/16/2024 Call $12.50,OEXP,10S,,
2/16/24,2/16/24,2/20/24,PYPL,Option Expiration for PYPL 2/16/2024 Call $67.00,OEXP,5S,,
2/16/24,2/16/24,2/20/24,NVDA,NVDA 2/23/2024 Call $735.00,BTO,1,$37.90 ,"($3,790.03)"
2/16/24,2/16/24,2/21/24,ME,"23andMe
CUSIP: 90138Q108",Sell,791,$0.78 ,$617.31 
2/16/24,2/16/24,2/21/24,ME,"23andMe
CUSIP: 90138Q108",Sell,209,$0.78 ,$163.12 
2/16/24,2/16/24,2/20/24,PLTR,PLTR 2/16/2024 Put $25.00,STC,1,$0.51 ,$50.95 
2/16/24,2/16/24,2/21/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.021683,$461.17 ,($10.00)
2/16/24,2/16/24,2/21/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.40453,$24.72 ,($10.00)
2/16/24,2/16/24,2/21/24,GOOGL,"Alphabet Class A
CUSIP: 02079K305
Recurring",Buy,0.071214,$140.42 ,($10.00)
2/16/24,2/16/24,2/21/24,MSFT,"Microsoft
CUSIP: 594918104
Recurring",Buy,0.024684,$405.11 ,($10.00)
2/16/24,2/16/24,2/20/24,,ACH Deposit,ACH,,,$40.00 
2/15/24,2/15/24,2/16/24,NVDA,NVDA 2/23/2024 Call $735.00,BTO,1,$40.18 ,"($4,018.03)"
2/15/24,2/15/24,2/16/24,NVDA,NVDA 2/23/2024 Call $735.00,BTO,1,$42.30 ,"($4,230.03)"
2/15/24,2/15/24,2/20/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.021695,$460.92 ,($10.00)
2/15/24,2/15/24,2/20/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.395569,$25.28 ,($10.00)
2/15/24,2/15/24,2/20/24,GOOGL,"Alphabet Class A
CUSIP: 02079K305
Recurring",Buy,0.070116,$142.62 ,($10.00)
2/15/24,2/15/24,2/20/24,MSFT,"Microsoft
CUSIP: 594918104
Recurring",Buy,0.024621,$406.15 ,($10.00)
2/15/24,2/15/24,2/16/24,NVDA,NVDA 2/16/2024 Call $725.00,STC,1,$13.05 ,"$1,304.94 "
2/15/24,2/15/24,2/16/24,,ACH Deposit,ACH,,,$40.00 
2/14/24,2/14/24,2/16/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.021926,$456.07 ,($10.00)
2/14/24,2/14/24,2/16/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.40016,$24.99 ,($10.00)
2/14/24,2/14/24,2/16/24,GOOGL,"Alphabet Class A
CUSIP: 02079K305
Recurring",Buy,0.069022,$144.88 ,($10.00)
2/14/24,2/14/24,2/16/24,MSFT,"Microsoft
CUSIP: 594918104
Recurring",Buy,0.024586,$406.73 ,($10.00)
2/14/24,2/14/24,2/15/24,,ACH Deposit,ACH,,,$40.00 
2/14/24,2/14/24,2/15/24,PLTR,PLTR 2/16/2024 Put $25.00,BTO,1,$0.61 ,($61.03)
2/13/24,2/13/24,2/15/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.022022,$454.09 ,($10.00)
2/13/24,2/13/24,2/15/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.406173,$24.62 ,($10.00)
2/13/24,2/13/24,2/15/24,GOOGL,"Alphabet Class A
CUSIP: 02079K305
Recurring",Buy,0.069022,$144.88 ,($10.00)
2/13/24,2/13/24,2/15/24,MSFT,"Microsoft
CUSIP: 594918104
Recurring",Buy,0.02454,$407.49 ,($10.00)
2/13/24,2/13/24,2/14/24,,ACH Deposit,ACH,,,$40.00 
2/13/24,2/13/24,2/14/24,MSFT,MSFT 2/16/2024 Call $415.00,BTO,2,$1.29 ,($258.06)
2/13/24,2/13/24,2/14/24,PLTR,PLTR 3/1/2024 Put $25.00,STC,5,$1.68 ,$839.83 
2/13/24,2/13/24,2/14/24,NVDA,NVDA 2/16/2024 Call $725.00,BTO,1,$6.65 ,($665.03)
2/13/24,2/13/24,2/14/24,CRWD,CRWD 4/19/2024 Call $330.00,BTO,1,$17.58 ,"($1,758.03)"
2/13/24,2/13/24,2/14/24,CRWD,CRWD 4/19/2024 Call $330.00,BTO,1,$17.58 ,"($1,758.03)"
2/13/24,2/13/24,2/14/24,KHC,KHC 4/19/2024 Call $40.00,STC,8,$0.18 ,$143.73 
2/13/24,2/13/24,2/14/24,KHC,KHC 4/19/2024 Call $40.00,STC,12,$0.18 ,$215.60 
2/12/24,2/12/24,2/14/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.021653,$461.82 ,($10.00)
2/12/24,2/12/24,2/13/24,PLTR,PLTR 3/1/2024 Put $25.00,BTO,3,$1.51 ,($453.09)
2/12/24,2/12/24,2/13/24,PLTR,PLTR 3/1/2024 Put $25.00,BTO,2,$1.51 ,($302.06)
2/12/24,2/12/24,2/14/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.404694,$24.71 ,($10.00)
2/12/24,2/12/24,2/14/24,GOOGL,"Alphabet Class A
CUSIP: 02079K305
Recurring",Buy,0.067303,$148.58 ,($10.00)
2/12/24,2/12/24,2/14/24,MSFT,"Microsoft
CUSIP: 594918104
Recurring",Buy,0.023922,$418.02 ,($10.00)
2/12/24,2/12/24,2/13/24,,ACH Deposit,ACH,,,$40.00 
2/12/24,2/12/24,2/13/24,TWLO,TWLO 2/16/2024 Call $75.00,STC,2,$3.75 ,$749.92 
2/12/24,2/12/24,2/13/24,MSFT,MSFT 2/16/2024 Call $415.00,BTO,1,$5.95 ,($595.03)
2/9/24,2/9/24,2/12/24,PLTR,Option Expiration for PLTR 2/9/2024 Put $21.50,OEXP,5S,,
2/9/24,2/9/24,2/13/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.021723,$460.33 ,($10.00)
2/9/24,2/9/24,2/13/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.407664,$24.53 ,($10.00)
2/9/24,2/9/24,2/13/24,GOOGL,"Alphabet Class A
CUSIP: 02079K305
Recurring",Buy,0.067028,$149.19 ,($10.00)
2/9/24,2/9/24,2/13/24,MSFT,"Microsoft
CUSIP: 594918104
Recurring",Buy,0.023839,$419.48 ,($10.00)
2/9/24,2/9/24,2/12/24,,ACH Deposit,ACH,,,$40.00 
2/8/24,2/8/24,2/12/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.021844,$457.79 ,($10.00)
2/8/24,2/8/24,2/12/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.401445,$24.91 ,($10.00)
2/8/24,2/8/24,2/12/24,GOOGL,"Alphabet Class A
CUSIP: 02079K305
Recurring",Buy,0.068572,$145.83 ,($10.00)
2/8/24,2/8/24,2/12/24,MSFT,"Microsoft
CUSIP: 594918104
Recurring",Buy,0.024154,$414.00 ,($10.00)
2/8/24,2/8/24,2/9/24,,ACH Deposit,ACH,,,$40.00 
2/8/24,2/8/24,2/9/24,PINS,PINS 2/23/2024 Call $39.50,STC,1,$3.40 ,$339.95 
2/8/24,2/8/24,2/9/24,PINS,PINS 2/23/2024 Call $39.50,STC,3,$3.40 ,"$1,019.89 "
2/8/24,2/8/24,2/9/24,PINS,PINS 2/23/2024 Call $39.50,STC,1,$3.40 ,$339.95 
2/7/24,2/7/24,2/9/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.021843,$457.81 ,($10.00)
2/7/24,2/7/24,2/9/24,GOOGL,"Alphabet Class A
CUSIP: 02079K305
Recurring",Buy,0.06887,$145.20 ,($10.00)
2/7/24,2/7/24,2/9/24,MSFT,"Microsoft
CUSIP: 594918104
Recurring",Buy,0.024233,$412.66 ,($10.00)
2/7/24,2/7/24,2/9/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.422832,$23.65 ,($10.00)
2/7/24,2/7/24,2/8/24,,ACH Deposit,ACH,,,$40.00 
2/7/24,2/7/24,2/8/24,PINS,PINS 2/23/2024 Call $39.50,BTO,2,$3.15 ,($630.06)
2/7/24,2/7/24,2/8/24,PYPL,PYPL 2/16/2024 Call $67.00,BTO,5,$1.70 ,($850.15)
2/7/24,2/7/24,2/8/24,PINS,PINS 2/23/2024 Call $39.50,BTO,1,$3.25 ,($325.03)
2/7/24,2/7/24,2/8/24,PINS,PINS 2/23/2024 Call $39.50,BTO,2,$3.25 ,($650.06)
2/7/24,2/7/24,2/8/24,BYND,BYND 2/16/2024 Put $6.00,BTO,5,$0.43 ,($215.15)
2/6/24,2/6/24,2/8/24,SOFI,"SoFi Technologies
CUSIP: 83406F102",Sell,100,$7.78 ,$778.47 
2/6/24,2/6/24,2/8/24,ME,"23andMe
CUSIP: 90138Q108",Buy,500,$0.72 ,($361.90)
2/6/24,2/6/24,2/8/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.022066,$453.18 ,($10.00)
2/6/24,2/6/24,2/8/24,GOOGL,"Alphabet Class A
CUSIP: 02079K305
Recurring",Buy,0.069531,$143.82 ,($10.00)
2/6/24,2/6/24,2/8/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.464037,$21.55 ,($10.00)
2/6/24,2/6/24,2/7/24,,ACH Deposit,ACH,,,$30.00 
2/6/24,2/6/24,2/7/24,PLTR,PLTR 2/9/2024 Put $21.50,BTO,5,$0.87 ,($435.15)
2/6/24,2/6/24,2/7/24,PLTR,PLTR 3/15/2024 Call $19.00,STC,2,$2.84 ,$567.92 
2/6/24,2/6/24,2/7/24,PLTR,PLTR 3/15/2024 Call $19.00,STC,8,$2.84 ,"$2,271.72 "
2/6/24,2/6/24,2/8/24,ME,"23andMe
CUSIP: 90138Q108",Buy,500,$0.67 ,($333.35)
2/5/24,2/5/24,2/7/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.022075,$452.99 ,($10.00)
2/5/24,2/5/24,2/7/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.59988,$16.67 ,($10.00)
2/5/24,2/5/24,2/6/24,,ACH Deposit,ACH,,,$20.00 
2/2/24,2/2/24,2/6/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.022042,$453.66 ,($10.00)
2/2/24,2/2/24,2/6/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.60024,$16.66 ,($10.00)
2/2/24,2/2/24,2/5/24,,ACH Deposit,ACH,,,$20.00 
2/1/24,2/1/24,2/5/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.615006,$16.26 ,($10.00)
2/1/24,2/1/24,2/5/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.022339,$447.64 ,($10.00)
2/1/24,2/1/24,2/2/24,,ACH Deposit,ACH,,,$20.00 
1/31/24,1/31/24,2/2/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.022328,$447.85 ,($10.00)
1/31/24,1/31/24,2/2/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.6035,$16.57 ,($10.00)
1/31/24,1/31/24,2/1/24,,ACH Deposit,ACH,,,$20.00 
1/30/24,1/30/24,2/1/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.022164,$451.18 ,($10.00)
1/30/24,1/30/24,2/1/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.596658,$16.76 ,($10.00)
1/30/24,1/30/24,1/31/24,,ACH Deposit,ACH,,,$20.00 
1/29/24,1/29/24,1/31/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.02228,$448.82 ,($10.00)
1/29/24,1/29/24,1/31/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.59952,$16.68 ,($10.00)
1/29/24,1/29/24,1/30/24,,ACH Deposit,ACH,,,$20.00 
1/29/24,1/29/24,1/29/24,,Aggregated Margin Rate,MINT,,,($215.04)
1/29/24,1/29/24,1/29/24,,Gold Subscription Fee,GOLD,,,($5.00)
1/26/24,1/26/24,1/30/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.02233,$447.82 ,($10.00)
1/26/24,1/26/24,1/30/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.607533,$16.46 ,($10.00)
1/26/24,1/26/24,1/29/24,,ACH Deposit,ACH,,,$20.00 
1/25/24,1/25/24,1/29/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.022385,$446.72 ,($10.00)
1/25/24,1/25/24,1/29/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.604594,$16.54 ,($10.00)
1/25/24,1/25/24,1/26/24,,ACH Deposit,ACH,,,$20.00 
1/24/24,1/24/24,1/26/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.022316,$448.10 ,($10.00)
1/24/24,1/24/24,1/26/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.586854,$17.04 ,($10.00)
1/24/24,1/24/24,1/25/24,,ACH Deposit,ACH,,,$20.00 
1/23/24,1/23/24,1/25/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.022498,$444.47 ,($10.00)
1/23/24,1/23/24,1/25/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.579374,$17.26 ,($10.00)
1/23/24,1/23/24,1/24/24,,ACH Deposit,ACH,,,$20.00 
1/23/24,1/23/24,1/24/24,TWLO,TWLO 2/16/2024 Call $75.00,BTO,2,$4.40 ,($880.06)
1/23/24,1/23/24,1/24/24,INFA,INFA 4/19/2024 Call $35.00,STC,15,$0.75 ,"$1,124.50 "
1/22/24,1/22/24,1/24/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.5698,$17.55 ,($10.00)
1/22/24,1/22/24,1/24/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.022502,$444.39 ,($10.00)
1/22/24,1/22/24,1/23/24,,ACH Deposit,ACH,,,$20.00 
1/22/24,1/22/24,1/23/24,PLTR,PLTR 1/26/2024 Call $17.00,STC,20,$0.91 ,"$1,819.32 "
1/19/24,1/19/24,1/22/24,MAT,Option Expiration for MAT 1/19/2024 Call $25.00,OEXP,30S,,
1/19/24,1/19/24,1/23/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.6105,$16.38 ,($10.00)
1/19/24,1/19/24,1/23/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.02262,$442.08 ,($10.00)
1/19/24,1/19/24,1/22/24,,ACH Deposit,ACH,,,$20.00 
1/18/24,1/18/24,1/22/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.023,$434.77 ,($10.00)
1/18/24,1/18/24,1/22/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.619578,$16.14 ,($10.00)
1/18/24,1/18/24,1/19/24,,ACH Deposit,ACH,,,$20.00 
1/17/24,1/17/24,1/18/24,,ACH Deposit,ACH,,,$550.00 
1/17/24,1/17/24,1/19/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.023121,$432.50 ,($10.00)
1/17/24,1/17/24,1/19/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.61425,$16.28 ,($10.00)
1/17/24,1/17/24,1/18/24,,ACH Deposit,ACH,,,$20.00 
1/17/24,1/17/24,1/18/24,,ACH Deposit,ACH,,,$50.00 
1/16/24,1/16/24,1/18/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.022903,$436.62 ,($10.00)
1/16/24,1/16/24,1/18/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.604594,$16.54 ,($10.00)
1/16/24,1/16/24,1/17/24,,ACH Deposit,ACH,,,$20.00 
1/16/24,1/16/24,1/17/24,,ACH Deposit,ACH,,,$400.00 
1/16/24,1/16/24,1/17/24,,ACH Deposit,ACH,,,$50.00 
1/12/24,1/12/24,1/17/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.022831,$437.99 ,($10.00)
1/12/24,1/12/24,1/17/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.594177,$16.83 ,($10.00)
1/12/24,1/12/24,1/16/24,,ACH Deposit,ACH,,,$20.00 
1/12/24,1/12/24,1/16/24,,ACH Deposit,ACH,,,$200.00 
1/11/24,1/11/24,1/16/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.022926,$436.17 ,($10.00)
1/11/24,1/11/24,1/16/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.022925,$436.20 ,($10.00)
1/11/24,1/11/24,1/16/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.603864,$16.56 ,($10.00)
1/11/24,1/11/24,1/16/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.603136,$16.58 ,($10.00)
1/11/24,1/11/24,1/12/24,,ACH Deposit,ACH,,,$20.00 
1/10/24,1/10/24,1/11/24,,ACH Deposit,ACH,,,$20.00 
1/9/24,1/9/24,1/11/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.02299,$434.96 ,($10.00)
1/9/24,1/9/24,1/11/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.607902,$16.45 ,($10.00)
1/9/24,1/9/24,1/10/24,,ACH Deposit,ACH,,,$20.00 
1/9/24,1/9/24,1/10/24,PLTR,PLTR 1/26/2024 Call $17.00,BTO,12,$0.54 ,($648.36)
1/9/24,1/9/24,1/10/24,PLTR,PLTR 1/26/2024 Call $17.00,BTO,4,$0.54 ,($216.12)
1/9/24,1/9/24,1/10/24,PLTR,PLTR 1/26/2024 Call $17.00,BTO,3,$0.54 ,($162.09)
1/9/24,1/9/24,1/10/24,PLTR,PLTR 1/26/2024 Call $17.00,BTO,1,$0.54 ,($54.03)
1/8/24,1/8/24,1/10/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.023077,$433.32 ,($10.00)
1/8/24,1/8/24,1/10/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.593119,$16.86 ,($10.00)
1/8/24,1/8/24,1/9/24,,ACH Deposit,ACH,,,$20.00 
1/8/24,1/8/24,1/9/24,,ACH Deposit,ACH,,,$200.00 
1/5/24,1/5/24,1/9/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.023252,$430.07 ,($10.00)
1/5/24,1/5/24,1/9/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.623441,$16.04 ,($10.00)
1/5/24,1/5/24,1/8/24,,ACH Deposit,ACH,,,$20.00 
1/4/24,1/4/24,1/8/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.023184,$431.33 ,($10.00)
1/4/24,1/4/24,1/8/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.608642,$16.43 ,($10.00)
1/4/24,1/4/24,1/5/24,,ACH Deposit,ACH,,,$20.00 
1/4/24,1/4/24,1/5/24,KHC,KHC 4/19/2024 Call $40.00,STC,10,$0.80 ,$799.66 
1/4/24,1/4/24,1/5/24,KHC,KHC 4/19/2024 Call $40.00,STC,5,$0.80 ,$399.83 
1/3/24,1/3/24,1/5/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.023142,$432.11 ,($10.00)
1/3/24,1/3/24,1/5/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.618811,$16.16 ,($10.00)
1/3/24,1/3/24,1/4/24,,ACH Deposit,ACH,,,$20.00 
1/2/24,1/2/24,1/4/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.023017,$434.46 ,($10.00)
1/2/24,1/2/24,1/4/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.597371,$16.74 ,($10.00)
1/2/24,1/2/24,1/3/24,,ACH Deposit,ACH,,,$20.00 
1/2/24,1/2/24,1/3/24,IONS,IONS 1/19/2024 Call $50.00,STC,2,$2.60 ,$519.92 